# qstring	previous	current	probability
I: @bKD	編	特別	-1.403636
iI lO:>	蘭	補充	-1.403636
L_ 7fR@	部	對於	-1.403636
NX _M|J	有	同仁	-1.403636
QM0_ lO4L	刑事	補償	-1.403636
R; 3e`_	濱	快速	-1.403636
W[0_ TJ	訪視	員	-1.403636
YcK_ n?b[	業務	職掌	-1.403636
_dD; ?1\y	在跟	他們	-1.407585
_M|J 5W^j	同仁	討論	-1.407585
?1 j64L	它	非常	-1.407585
?1:h IFNX	它就	沒有	-1.407585
}Q _d03	我	在說	-1.407585
=f lO:>	惠	補充	-1.407585
|O EEzh	數	來看	-1.407585
0_ kGk\	式	調整	-1.407585
0\Dk {?^=	往上	提升	-1.407585
2_aO :h	自己	救	-1.407585
3@?1 _M|J	其他	同仁	-1.407585
A_Bk 0_	記帳	士	-1.407585
a0=f aJ=_	都會	全力	-1.407585
bZH] aJ	品種	權	-1.407585
CE^: }80_	臺灣	都是	-1.407585
CE^: `MQYbZ	臺灣	農產品	-1.407585
CE^: cf	臺灣	到	-1.407585
CE^: tO0_	臺灣	股市	-1.407585
CE9> VDlj	臺中	捷運	-1.407585
dR4M Wk	可能	像	-1.407585
EMCE EE	平臺	來	-1.407585
Ibrq aJ>C	這個	權責	-1.407585
IFNX cY	沒有	減	-1.407585
J; =1wI	禎	發言	-1.407585
j6LP u?	非法	移	-1.407585
Kb=f oa0_	社會	弱勢	-1.407585
kGGK 0WvH	條文	保留	-1.407585
L_b[ EYRl	部長	反映	-1.407585
L_NO IbIk	不只	這樣	-1.407585
MW6T fa	瞭解	過	-1.407585
nq UZ:Wi=	得	很好聽	-1.407585
pa 5W^j	作	討論	-1.407585
QE 0_~l	才	適用	-1.407585
QM|J :_a_	行人	地獄	-1.407585
QMKlci EYRl	行政院	反映	-1.407585
SdXO c[	奈米	廠	-1.407585
T_ g:C_	雇	關係	-1.407585
T_Wl \0SYTJ	固定	污染源	-1.407585
tf B@eY	要	凸顯	-1.407585
UOo= cY	已經	減	-1.407585
vH RO|;	留	子孫	-1.407585
zOtf 0_w[	主要	是想	-1.407585
_M|J cf	同仁	到	-1.411602
?0 PM0_	之	情事	-1.411602
?1 {?l0	它	提出	-1.411602
?1 }8NX	它	都有	-1.411602
?1 ~_rq	它	那個	-1.411602
}^Kl lO:>	致政	補充	-1.411602
}^mG A0LP	治療	師法	-1.411602
}8 EYRl	都	反映	-1.411602
}8dRUO 0_~l	都可以	適用	-1.411602
}8NX A_S_	都有	紀錄	-1.411602
}Q >i~U	我	唸給	-1.411602
=_5_ 0_	立意	是	-1.411602
=@pg 89wI	不夠	周延	-1.411602
0_g: @@5_	士官	服役	-1.411602
2_}^ acg<	自製	獵槍	-1.411602
3E A0kGKl	覺	失調症	-1.411602
4C}? cY5_	隔離	檢疫	-1.411602
5J mMOP]OEE	錢	從哪裡來	-1.411602
CEU< L]=f	臺商	總會	-1.411602
ciKZ L_	院本	部	-1.411602
Dblj Yc	客運	業	-1.411602
dRUO Kb	可以	設	-1.411602
E0LPci 0_2_	司法院	釋字	-1.411602
h= =1wI	玎	發言	-1.411602
K_ =f5_	務	會議	-1.411602
kO 0UR@	午	仔魚	-1.411602
L_ {?l0	部	提出	-1.411602
L_4M 3>L_	不能	公布	-1.411602
LP}^ 1ga_	法治	教育	-1.411602
M< ]O:i	綱	裡面	-1.411602
nq UZHLC_	得	很詳細	-1.411602
p?K_ Dk:i	實務	上面	-1.411602
p5 WG3>	災	勞工	-1.411602
pa kGk\	作	調整	-1.411602
ph 0_<X	案	是否	-1.411602
ph I<9>	案	當中	-1.411602
PM}^ 7:2f	情治	單位	-1.411602
Q;2f?1 :h0_	因為它	就是	-1.411602
ql0_ kGGK	共識	條文	-1.411602
U: fcVDm0	簽	切結書	-1.411602
Wl h<g:	訂	相關	-1.411602
_dpa EMe0	再做	評估	-1.415689
?;We \_	分配	數	-1.415689
?1 h<g:	它	相關	-1.415689
?10_ J;7f	它是	針對	-1.415689
}Q_d >PCb=_RO	我再	舉個例子	-1.415689
0>0> }8dRUO	統統	都可以	-1.415689
2f AR}g	位	左右	-1.415689
2f<Ccp =@_d	為什麼	不在	-1.415689
3>L_ 1_	公布	日	-1.415689
5_ Ibrq	議	這個	-1.415689
5_GK FWWY	藝文	表演	-1.415689
CE^: =@=f	臺灣	不會	-1.415689
CE^: |J_d	臺灣	人在	-1.415689
CE^: tA0_	臺灣	模式	-1.415689
CE9> 0_b[	臺中	市長	-1.415689
h<7f oa0_	相對	弱勢	-1.415689
haiR0_ Wk	或者是	像	-1.415689
k\rq kGGK	整個	條文	-1.415689
kG NXg:	條	有關	-1.415689
Lj Ei}^	禁	限制	-1.415689
nq UZ@W	得	很少	-1.415689
OPx4 0_	哪些	事	-1.415689
p7lI Wk	包含	像	-1.415689
rA O_L_4L	柏	副部長	-1.415689
rFEi ?0R@	違憲	之虞	-1.415689
tf L@5_	要	除役	-1.415689
TJZ_4K h<	原住民	鄉	-1.415689
UOo= m@	已經	達	-1.415689
UZ s22f	很	多位	-1.415689
Ve QEl@	被	裁罰	-1.415689
xU 2=H<	美	雙方	-1.415689
_;`= kGGK	新增	條文	-1.419849
_M5_ ZY2P	同意	免予	-1.419849
:h p?K_	就	實務	-1.419849
`MQY Yc	農產	業	-1.419849
=@tf _dpa	不要	再做	-1.419849
~\D8 _M|J	警消	同仁	-1.419849
3;L_ ?0rg	宣布	之後	-1.419849
3>L_ F0rq	公布	一個	-1.419849
3>pa QMRd	工作	型態	-1.419849
A_ kMR0	計	容積	-1.419849
C0|f ]O	資料	裡	-1.419849
CE^: }8NX	臺灣	都有	-1.419849
CE^: ^=QY	臺灣	生產	-1.419849
CE^: dR4M	臺灣	可能	-1.419849
CE^: I<sI	臺灣	當然	-1.419849
CEvU WBCf^@	臺北	國稅局	-1.419849
F0 {?ph	依	提案	-1.419849
F0Wk NX	一項	有	-1.419849
g: y<2;	觀	光圈	-1.419849
kGGK [Zx@	條文	審查	-1.419849
kGGK yS	條文	也	-1.419849
QM QMLP	行	刑法	-1.419849
R@ =@5_	於	不義	-1.419849
s2@W A_	多少	劑	-1.419849
sIrg _dpa	然後	再做	-1.419849
T:a_ QM	監獄	行	-1.419849
WBwK 0_K_	國防	事務	-1.419849
Wk ?1\y	像	他們	-1.419849
Wk A__`	項	計畫	-1.419849
wKV_ TJ	防護	員	-1.419849
wl\Y =@_d	重點	不在	-1.419849
Zlxd Wk	另外	像	-1.419849
?1 UOo=0_	它	已經是	-1.424083
?10_ IFNX	它是	沒有	-1.424083
?10_ VO1g	它是	比較	-1.424083
[1 F0[1	加	一加	-1.424083
}F n_:h	回	去就	-1.424083
}Q _dzh	我	在看	-1.424083
}Q_d ~U\O	我再	給你	-1.424083
}Q\y L_NO	我們	不只	-1.424083
\O _d03	你	在說	-1.424083
=M9j 0i	城鎮	戰	-1.424083
|O h<g:	署	相關	-1.424083
0_ oa0_	是	弱勢	-1.424083
3>L_ Ibrq	公布	這個	-1.424083
6_ KbA0	避	設施	-1.424083
8f6_ aJ	退避	權	-1.424083
A__` Wk	計畫	項	-1.424083
bZn? {?^=	品質	提升	-1.424083
C00>2:aJ |O	資通安全	署	-1.424083
CE^: \[K_	臺灣	港務	-1.424083
CE^: `M4K	臺灣	農民	-1.424083
CE^: W[Vj	臺灣	訪問	-1.424083
CiN< |O	健康	署	-1.424083
D;\O EYRl	跟你	反映	-1.424083
L_ h<g:	部	相關	-1.424083
Lj parF	進	作為	-1.424083
MW6T UOrg	瞭解	以後	-1.424083
NO0_ n_	指示	去	-1.424083
nq =@pg:W	得	不夠好	-1.424083
nq UZNXcf]O	得	很有道理	-1.424083
q[rq kGGK	兩個	條文	-1.424083
UO =1wI	已	發言	-1.424083
UOo= 3;0_	已經	宣示	-1.424083
VO1g 2@	比較	急	-1.424083
We6C cYyf	配合	檢調	-1.424083
wK2f rgVe	防衛	後備	-1.424083
_dD; \Ou[	在跟	你講	-1.428395
_M|J 4Mpg	同仁	能夠	-1.428395
_M|J j64L	同仁	非常	-1.428395
?; =1wI	芬	發言	-1.428395
?1\y EYRl	他們	反映	-1.428395
[1Lb 0_	加熱	式	-1.428395
}Q\y Ci	我們	建	-1.428395
@b}^ WlKZ	特制	定本	-1.428395
0_ 3>tO	是	公股	-1.428395
0_p? L_@@	事實	不符	-1.428395
0>0> dRUO	統統	可以	-1.428395
3en5 :L	快篩	陽	-1.428395
5_0> <i_`	一通	電話	-1.428395
6Cp? I:ac	核實	編列	-1.428395
a_gf 3@	預告	期	-1.428395
aM =1wI	隆	發言	-1.428395
CE^: 8i=M	臺灣	變成	-1.428395
CE^: F0rq	臺灣	一個	-1.428395
cY5_ 2@	檢疫	及	-1.428395
Ibrq lI0_	這個	函釋	-1.428395
k\rq 3>Rl?i	整個	供應鏈	-1.428395
Kb Ibrq	設	這個	-1.428395
kGGK L_}i	條文	部分	-1.428395
KZ kGGK	本	條文	-1.428395
N_5J p?K_	目前	實務	-1.428395
nH3@0_ Wk	尤其是	像	-1.428395
nq Rdx7	得	太高	-1.428395
nq UZwIwl	得	很嚴重	-1.428395
O]R@ <j0_	勇於	任事	-1.428395
pa UOL`aO\Y	作	以下幾點	-1.428395
R@ =1wI	餘	發言	-1.428395
tf _d[1	要	再加	-1.428395
uh p?K_	但	實務	-1.428395
yfx@ ph	調查	案	-1.428395
_dfan_ IbRip?T:	在過去	這段時間	-1.432788
?0 kGGK	之	條文	-1.432788
?0rg _dpa	之後	再做	-1.432788
?1 :htf	它	就要	-1.432788
?1 CRNX	它	所有	-1.432788
?1 yS=f	它	也會	-1.432788
}Q =@8i	我	不便	-1.432788
}Q_d MW6TF0L`	我再	瞭解一下	-1.432788
}Q_d u[F0L`	我再	講一下	-1.432788
}Q\y pa	我們	作	-1.432788
}Q\y=f Lj	我們會	盡	-1.432788
`ZLj u?	引進	移	-1.432788
=f_f ]O:i	會報	裡面	-1.432788
=f=@=f Wk	會不會	像	-1.432788
~_F0 ph	那一	案	-1.432788
~K R00i	航	基站	-1.432788
0_ 11tf	視	需要	-1.432788
aJ\_ cY	全數	減	-1.432788
C0 0W[K	資	保存	-1.432788
C02: =f_f	資安	會報	-1.432788
CE^: 89I:	臺灣	周邊	-1.432788
CEvU LPph	臺北	法案	-1.432788
cY7i BL4M	檢驗	量能	-1.432788
Ei_d F0	現在	依	-1.432788
F0 =_LPci	依	立法院	-1.432788
F0}^ _`	一致	化	-1.432788
g55_ 1_	開議	日	-1.432788
Ib tfnH	這	要由	-1.432788
KZph UO	本案	已	-1.432788
m_ <iml	具	電動	-1.432788
n?kK CE	質詢	台	-1.432788
nq UZs2	得	很多	-1.432788
NXCR u?i_	有所	疑慮	-1.432788
O_ |_S_	赴	大陸	-1.432788
ph ?;KD	案	分別	-1.432788
QM g5PO	行	開始	-1.432788
QM uTrF	行	改為	-1.432788
thEf QMRd	犯罪	型態	-1.432788
uh0_ p?K_	但是	實務	-1.432788
_M|J }80_	同仁	都是	-1.437264
?1 UOo=NX	它	已經有	-1.437264
}Q_d A_o_	我再	繼續	-1.437264
=@0_ 6C_d	不適	合在	-1.437264
|_5E 2_}^	大學	自治	-1.437264
|O |_Ud	數	大概	-1.437264
~_0_ NO	那是	指	-1.437264
1Upg 0_	採購	室	-1.437264
2@2@ ?0Ei	集集	支線	-1.437264
2@3@ [1|O	及其	家屬	-1.437264
3>5_ l0o0|J	公益	出租人	-1.437264
4Mpg Wk	能夠	像	-1.437264
5J UOo=	錢	已經	-1.437264
6C rgc:	核	後端	-1.437264
aJ=_ 0WBk	權利	保障	-1.437264
C2 L`n_	撥	下去	-1.437264
CE^: ha	臺灣	或	-1.437264
CEwT rFR0	臺海	危機	-1.437264
dRUO I<pa	可以	當作	-1.437264
Ek?1 =MrF	讓它	成為	-1.437264
EYRl ?1\y	反映	他們	-1.437264
F0rq L_	一個	部	-1.437264
IFNX A0	沒有	施	-1.437264
kG 2fNX	條	未有	-1.437264
kG yS0_	條	也是	-1.437264
L;}i KD	身分	別	-1.437264
MW6T TJQ;	瞭解	原因	-1.437264
n?QM =@=_	執行	不力	-1.437264
nq El[1	得	更加	-1.437264
p?0_ {?	時事	題	-1.437264
sIIF <ic[	燃煤	電廠	-1.437264
T0 A1^P	西	拉雅	-1.437264
u? C2cf	移	撥到	-1.437264
u[ F:[Hb[	蔣	參謀長	-1.437264
U3A_ 0i	科技	戰	-1.437264
U3wI ph	科研	案	-1.437264
Wk EM~=	像	屏東	-1.437264
_; ^:01	新	灣區	-1.441827
_` kG=_	化	條例	-1.441827
_M|J }8UZ	同仁	都很	-1.441827
:h U3A_	救	科技	-1.441827
:hpa nq	就做	得	-1.441827
?1 {?3>	它	提供	-1.441827
?1 yS=@0_	它	也不是	-1.441827
[1 UOo=	家	已經	-1.441827
}FO_ ~U	回復	給	-1.441827
}Q\y =@8i	我們	不便	-1.441827
@bKD NO0_	特別	指示	-1.441827
=f5_ ]O	會議	裡	-1.441827
=MA_ ac[3	城際	列車	-1.441827
0_ aJ=_	是	全力	-1.441827
0_ p?A_	視	實際	-1.441827
0JQd ph	聯貸	案	-1.441827
2@ R0g:	級	機關	-1.441827
2f 5E^=	位	學生	-1.441827
3@=M Dk	期程	上	-1.441827
3>=M 78	工程	標	-1.441827
5_GK m0`j	藝文	紓困	-1.441827
7f oa0_	對	弱勢	-1.441827
8iU: |O	變遷	署	-1.441827
C_ J;7f	係	針對	-1.441827
CE^: :i7f	臺灣	面對	-1.441827
CE^: A@=_	臺灣	獨立	-1.441827
CE^: c[U<	臺灣	廠商	-1.441827
cfZO 6C	到底	合	-1.441827
cY5_ 4C}?	檢疫	隔離	-1.441827
E0 RPVB	斯	卡羅	-1.441827
Ei_d _dgI	現在	在談	-1.441827
Ei_d L_NO	現在	不只	-1.441827
Ei]; tO=_	現金	股利	-1.441827
F00_ R0pg	醫事	機構	-1.441827
GKan vY	蚊子	館	-1.441827
I7ml nq	推動	得	-1.441827
IbaO ph	這幾	案	-1.441827
Ibrq ml	這個	洞	-1.441827
kG ySNX	條	也有	-1.441827
L]?] 3>L_	總統	公布	-1.441827
mT~I |_{h	百年	大旱	-1.441827
n_ EYRl	去	反映	-1.441827
nq 6Tml	得	解凍	-1.441827
nq UZ_;uO	得	很辛苦	-1.441827
NX s22f	有	多位	-1.441827
NXn_ yfx@	有去	調查	-1.441827
O_ Ef9>	負	最終	-1.441827
okpa 2@	創作	集	-1.441827
ph HEIFNX	案	還沒有	-1.441827
ph Ibrq	案	這個	-1.441827
QEl@ R06[	裁罰	基準	-1.441827
R@ [_QYbZ	漁	畜產品	-1.441827
tfpa nq	要做	得	-1.441827
Wk UGTJ	像	桃園	-1.441827
_f `=cf	暴	增到	-1.446481
:h=f Wk	就會	像	-1.446481
?1 |_Ud	它	大概	-1.446481
]= s2ZX	撐	多久	-1.446481
]O }8NX	裡	都有	-1.446481
]O L]o=]O	李	總經理	-1.446481
{?^= }QWB	提升	我國	-1.446481
@@K_ BL4M	服務	量能	-1.446481
^=YB QMRd	生活	型態	-1.446481
|f_k TJ	瞭望	員	-1.446481
|O 2_aO	署	自己	-1.446481
0W C04C	保	資格	-1.446481
1U {l6C	採	綜合	-1.446481
2P 7WA0	語	老師	-1.446481
3>=f 5W^j	公會	討論	-1.446481
3>5_ DJ[O	公益	團體	-1.446481
5W^j kGGK	討論	條文	-1.446481
6C[_ 4L	何處	長	-1.446481
A_S_ ]O:i	紀錄	裡面	-1.446481
Cbph \_	個案	數	-1.446481
CE^: :i9K	臺灣	面臨	-1.446481
Ci\_ NX	件數	有	-1.446481
CR NO0_	所	指示	-1.446481
F:2P QM0_	參與	刑事	-1.446481
Kb=f ?;rF	社會	氛圍	-1.446481
L_NO N@SO	不只	如此	-1.446481
lZ {?l0	謹	提出	-1.446481
M9Kl 3>L_	修正	公布	-1.446481
ml =1wI	棟	發言	-1.446481
nq UZlZ	得	很緊	-1.446481
oO _;}^	撫	新制	-1.446481
pa lO:>	作	補充	-1.446481
ph a_bi	案	預算	-1.446481
PM0_ =1^=	情事	發生	-1.446481
Qd:9 QdO_	代收	代付	-1.446481
QM Z_5_0_Wk	行	注意事項	-1.446481
T_ WG3>	僱	勞工	-1.446481
T:vf TJ	監票	員	-1.446481
U: Ibrq	簽	這個	-1.446481
Wk :h0_	項	就是	-1.446481
Wk 2f@@L_	像	衛福部	-1.446481
Wk IbH]PMik	像	這種情況	-1.446481
Wk S<_`	像	彰化	-1.446481
wT:L 0_K_	海洋	事務	-1.446481
XDkG =f_f	協調	會報	-1.446481
:hdRUO 0_~l	就可以	適用	-1.451229
:j Ib3_	趁	這次	-1.451229
?1 Dk:i	它	上面	-1.451229
?1 Verg	它	背後	-1.451229
\0 Vj{?	污	問題	-1.451229
`d O_cib[	蔡	副院長	-1.451229
=_ Ibrq	立	這個	-1.451229
=13E NX	發覺	有	-1.451229
0_ QM0_	是	刑事	-1.451229
0_~l Zo	適用	嗎	-1.451229
0] KlQ=	請	政風	-1.451229
4MTJ |O	能源	署	-1.451229
5_ l0EE	議	出來	-1.451229
5_Ci EYRl	意見	反映	-1.451229
5_K_ ]_^;	異物	入侵	-1.451229
7k_d kGGK	放在	條文	-1.451229
9>nH NX	中油	有	-1.451229
aJ=_ 3>G5	權利	公約	-1.451229
BYKZ ]O	版本	裡	-1.451229
EE 3>L_	來	公布	-1.451229
EMa\ aJ	平等	權	-1.451229
EMWl Ein?	評定	現值	-1.451229
F0rq lI0_	一個	函釋	-1.451229
F0rq LP}^	一個	法治	-1.451229
Kl 8i4K	政	便民	-1.451229
L_ }8NX	部	都有	-1.451229
L_ 2_aO	部	自己	-1.451229
L;}i <jWl	身分	認定	-1.451229
LP 0_~l	法	適用	-1.451229
MW6T 2@	瞭解	及	-1.451229
n_ Ci}^	去	建置	-1.451229
n?~@ =1PY	職涯	發展	-1.451229
nq NXcf]O	得	有道理	-1.451229
nq Rd3e	得	太快	-1.451229
NXn_ MW6T	有去	了解	-1.451229
rgo_ =f_d	後續	會再	-1.451229
T0p? B_	吸食	器	-1.451229
u?i_ 0_	疑慮	是	-1.451229
VD =1wI	杰	發言	-1.451229
WB[13>TJ |O	國家公園	署	-1.451229
WBA_ TJ	國際	原	-1.451229
Wk \O03	像	你說	-1.451229
wK cY5_	防	檢疫	-1.451229
zhcf Wk	看到	像	-1.451229
zOvYR0g: F0	主管機關	依	-1.451229
ZXJ` KMkM\Z	酒駕	零容忍	-1.451229
_M|J gf`_	同仁	告訴	-1.456074
?0 R0pg	支	機構	-1.456074
[V 3>=M	軌	工程	-1.456074
^=n? LP	生殖	法	-1.456074
=_LP [O=_	立法	體例	-1.456074
|JBXthlj wK}^	人口販運	防制	-1.456074
|O {?l0	署	提出	-1.456074
2fWB |J	為國	人	-1.456074
3@ a_bi	期	預算	-1.456074
3>=f EE	公會	來	-1.456074
3>2: 5_xd	工安	意外	-1.456074
3>3E ph	公決	案	-1.456074
6Nof aJ	兒少	權	-1.456074
9> L]o=]O	鍾	總經理	-1.456074
9>_; 3>L_	中心	公布	-1.456074
9>_; EYRl	中心	反映	-1.456074
CE^: L_4M	臺灣	不能	-1.456074
CE^: parF	臺灣	作為	-1.456074
CE1K |Jxg	臺銀	人壽	-1.456074
CEwT ?0T:	臺海	之間	-1.456074
cY5_ qaA0	檢疫	措施	-1.456074
cYx@ [OC_	檢察	體系	-1.456074
cYyf yfx@	檢調	調查	-1.456074
F0Wk D;	一項	跟	-1.456074
F0Wl aJ=_	一定	全力	-1.456074
FM =1wI	明	發言	-1.456074
gjp? 9>	順時	中	-1.456074
J;7f oa0_	針對	弱勢	-1.456074
kG :_EmwY	條	第二款	-1.456074
L_NO Ib	不只	這	-1.456074
LP}^ WB	法治	國	-1.456074
n?4L IJ^l	職場	環境	-1.456074
nq IJ=@pg	得	還不夠	-1.456074
nq UZx7	得	很高	-1.456074
NX Ci}^	有	建置	-1.456074
NXn_ zhfa	有去	看過	-1.456074
O_L] 4L	副總	長	-1.456074
p?rg 3>L_	時候	公布	-1.456074
ph ySNX	案	也有	-1.456074
Q;2f CE	因為	台	-1.456074
q[ph 0_K_	兩岸	事務	-1.456074
R7[1 A_	追加	劑	-1.456074
UZ wIKl	很	嚴正	-1.456074
VD =1wI	傑	發言	-1.456074
Wk o=A_L_	像	經濟部	-1.456074
xU =1wI	美	發言	-1.456074
_M|J UO2@	同仁	以及	-1.461022
?1 @@6C	它	符合	-1.461022
?1 >JaJ	它	完全	-1.461022
?1 ySL_	它	也不	-1.461022
[Zx@ kGGK	審查	條文	-1.461022
]O O_zORV	李	副主委	-1.461022
{?ph aJ	提案	權	-1.461022
}8 3>L_	都	公布	-1.461022
}g=1 ^=qq	又發	生了	-1.461022
=f {?^=	會	提升	-1.461022
=f 3;L_	會	宣布	-1.461022
=f EYRl	會	反映	-1.461022
=f\i m@	會轉	達	-1.461022
|JGK E0	人文	司	-1.461022
~L =1wI	鵬	發言	-1.461022
0_<X UO	是否	已	-1.461022
0_K_ Dk	事務	上	-1.461022
0i mT?;	占	百分	-1.461022
0WeY E0	保險	司	-1.461022
3>2: 0_T_	工安	事故	-1.461022
3>L_ Wo	公布	啊	-1.461022
4L F0Rip?T:	長	一段時間	-1.461022
4Mpg 0_~l	能夠	適用	-1.461022
4Mpg 2@p?	能夠	即時	-1.461022
5_GK D8Ye	藝文	消費	-1.461022
6h =1wI	陸	發言	-1.461022
8iU: kG0_	變遷	調適	-1.461022
a_ pa6[Ve	預	做準備	-1.461022
aO2f _M|J	幾位	同仁	-1.461022
C0 Vj{?	資	問題	-1.461022
CE o=ci	台	經院	-1.461022
CE^: 0_NX	臺灣	是有	-1.461022
CE^: p?	臺灣	時	-1.461022
CE^: xU~I	臺灣	每年	-1.461022
CE9> :_01	臺中	地區	-1.461022
Ci L;0]	件	申請	-1.461022
cY5_ :PvY	檢疫	旅館	-1.461022
D; 3>=f	跟	公會	-1.461022
dRUO DkEi	可以	上線	-1.461022
Ei_d Wk	現在	像	-1.461022
kG phmf	條	按照	-1.461022
L_}i pa	部分	作	-1.461022
L_NO Ibrq	不只	這個	-1.461022
NX L_p?	有	不實	-1.461022
O_ Ef|_	負	最大	-1.461022
oa0_ [1IM	弱勢	家庭	-1.461022
p5 a_wK	災	預防	-1.461022
parF F:9W	做為	參考	-1.461022
Q;2f ZXJ`	因為	酒駕	-1.461022
Qd =f=f	待	會會	-1.461022
qlOD ph	共諜	案	-1.461022
R@ 2fsI	於	未然	-1.461022
T_ 2=H<	雇	雙方	-1.461022
T0_k Wk	希望	像	-1.461022
tf 3;L_	要	宣布	-1.461022
v4 A_\_	階	技術	-1.461022
Wk [15_	像	嘉義	-1.461022
WlL` EE	訂下	來	-1.461022
Ye~l Wk	費用	項	-1.461022
yS=f aJ=_	也會	全力	-1.461022
_dpa M9Kl	再做	修正	-1.466076
_M5_ ml	同意	凍	-1.466076
_MF0 N_	同一	目	-1.466076
?1 :hNX	它	就有	-1.466076
?1 n?QM	它	執行	-1.466076
?1 T0_k	它	希望	-1.466076
}Q_d {?	我再	提	-1.466076
}Q\y Wlqq	我們	訂了	-1.466076
|_[1 _dgI	大家	在談	-1.466076
|J0_ _M5_aJ	人事	同意權	-1.466076
|O {?3>	署	提供	-1.466076
~_:h cY	那就	減	-1.466076
0_ Cbph	視	個案	-1.466076
2f Kb3>	衛	社工	-1.466076
3> ^Hvf	公	投票	-1.466076
3>pa p?\_	工作	時數	-1.466076
68{H 3>tO	要求	公股	-1.466076
aBN: 3>L_	昨天	公布	-1.466076
Cb 7:Wk	各	單項	-1.466076
CE^: j64Lwltf	臺灣	非常重要	-1.466076
CE^: SlIFNX	臺灣	並沒有	-1.466076
cfZO 11	到底	需	-1.466076
Ci}^ :W	建置	好	-1.466076
cYx@ C_?]	檢察	系統	-1.466076
EE I<pa	來	當作	-1.466076
Ei]; LP	獻金	法	-1.466076
EYCi j6uh	反艦	飛彈	-1.466076
i_ acT0	綠	鬣蜥	-1.466076
kGGK }8NX	條文	都有	-1.466076
L_NO Ibx4	不只	這些	-1.466076
L;_f L_p?	申報	不實	-1.466076
L;}i iR	身分	者	-1.466076
L;}i n_	身分	去	-1.466076
L9 O_zORV	邱	副主委	-1.466076
MW6T NX	瞭解	有	-1.466076
n?4L `l58AW	職場	性騷擾	-1.466076
OG F:[Hb[	敖	參謀長	-1.466076
oi R0];=f	眷	基金會	-1.466076
P_BL8M B_	度量衡	器	-1.466076
p=~I |O	青年	署	-1.466076
ph \ekM	案	內容	-1.466076
ph aJL_	案	全部	-1.466076
ph UO2@	案	以及	-1.466076
Q;2f F0	因為	依	-1.466076
Q;2f?1 dRUO	因為它	可以	-1.466076
QMRd 0_	型態	是	-1.466076
QYYc 3>=f	產業	公會	-1.466076
Sl {?^=	並	提升	-1.466076
T0_k {?^=	希望	提升	-1.466076
tfL_ tfx@	要不	要查	-1.466076
TJ |Y=f	原	轉會	-1.466076
UO=_ rgo_	以利	後續	-1.466076
We6C nq	配合	得	-1.466076
wT~\ LP	海警	法	-1.466076
_dfa ~I5J	在過	年前	-1.471241
_dpa 3EWl	再做	決定	-1.471241
_M|J Wk	同仁	向	-1.471241
:<xg ph	軍售	案	-1.471241
?0 QMPO	之	行使	-1.471241
?1 HEtf	它	還要	-1.471241
?1:h 6_11	它就	必須	-1.471241
?1\y 0_	它們	是	-1.471241
}^Kl =1wI	致政	發言	-1.471241
\O IP?1	你	把他	-1.471241
`Z }^mG	癮	治療	-1.471241
<iRO U:	電子	簽	-1.471241
<j`l 2@	韌性	及	-1.471241
|J0_ =MKZ	人事	成本	-1.471241
|O ~_I:	署	那邊	-1.471241
0_ rFEi	是	違憲	-1.471241
0_=@0_ Wk	是不是	像	-1.471241
0_i= @@K_	視聽	服務	-1.471241
3>2f A0LP	公衛	師法	-1.471241
3>L_ UOrg	公布	以後	-1.471241
58AW wK}^	騷擾	防制	-1.471241
6C<ic[ L@5_	核電廠	除役	-1.471241
6CSl cY	合併	減	-1.471241
aJ>C thrF	權責	範圍	-1.471241
aOrq kGGK	幾個	條文	-1.471241
C: m0:i_fgf	刪	書面報告	-1.471241
c=f5 O_	應該	負	-1.471241
CE^: }^qf	臺灣	製造	-1.471241
CE^: Db[1	臺灣	客家	-1.471241
CE^: zOaJ	臺灣	主權	-1.471241
CRUO L_	所以	部	-1.471241
Db R@Bb	課	娛樂	-1.471241
dM >]0_b[	洪	董事長	-1.471241
eYWk u?	顯像	儀	-1.471241
F0 EiLP	依	憲法	-1.471241
ga|_ 0_~l	擴大	適用	-1.471241
gI6C ph	彈劾	案	-1.471241
Ib L_NO	這	不只	-1.471241
IF =1wI	梅	發言	-1.471241
J;7f xU	針對	美	-1.471241
Kb01 0_	社區	式	-1.471241
kG zOtf0_	條	主要是	-1.471241
kGGK UO	條文	已	-1.471241
mM p?K_	從	實務	-1.471241
n_:h F0	去就	醫	-1.471241
nq IFqa	得	沒錯	-1.471241
ph }8NX	案	都有	-1.471241
ph c=f5	案	應該	-1.471241
ph JYgc	案	感謝	-1.471241
qhLP 0_~l	辦法	適用	-1.471241
Rd =1wI	泰	發言	-1.471241
T0_k cY	希望	減	-1.471241
TJ =1wI	員	發言	-1.471241
TJ4M=f 6C	原能會	核	-1.471241
U<<i TJ	商店	員	-1.471241
UOo= A0	已經	施	-1.471241
UZ s2Wk	很	多像	-1.471241
VDVD FM	節節	名	-1.471241
Ve \0FM	被	污名	-1.471241
_;]O NX	心裡	有	-1.476522
_dD; p?T:	在跟	時間	-1.476522
_dfan_ aO~I	在過去	幾年	-1.476522
?0 aJ=_	之	權利	-1.476522
?10_ D;	它是	跟	-1.476522
[1 }8NX	家	都有	-1.476522
{?^= h<g:	提升	相關	-1.476522
{?^= k\rq	提升	整個	-1.476522
}Q\y p?K_	我們	實務	-1.476522
