# qstring	previous	current	probability
=@Qd 5_E0	不帶	一絲	-1.401203
=@Qd 91	不帶	阿	-1.700000
=@Qd ?1	不帶	她	-1.612007
=@Qd ?1	不待	她	-1.700000
=@Qd Ci	不帶	劍	-1.650445
=@Qd VY	不帶	傘	-1.580601
=@Qd ];	不帶	筋	-1.650445
=@Qd kM	不帶	絨	-1.700000
=@Qd nH	不帶	油	-1.510756
=@Qd ph	不帶	暗	-1.612007
=@Qd tO	不帶	骨	-1.612007
=@Qd wI	不待	言	-1.531045
=@QdCi ?1	不待見	她	-1.700000
=@QdFW BY	不代表	板	-1.650445
=@QdFW BYzO	不代表	板主	-1.612007
=@QdFW CE^:	不代表	臺灣	-1.580601
=@QdFW G@|J	不代表	湖人	-1.700000
=@R@3enq 0_	不愉快的	事	-1.328014
=@RP 2f	不卡	位	-1.531045
=@RP QW	不卡	腳	-1.612007
=@RP WK	不卡	唇	-1.650445
=@RP _;	不卡	心	-1.315248
=@RP k0	不卡	珠	-1.391357
=@Rd 0WA0	不太	保濕	-1.650445
=@Rd 0_u?	不太	適宜	-1.401203
=@Rd 0i	不太	佔	-1.650445
=@Rd 1g	不太	鳥	-1.531045
=@Rd 2@=_	不太	吉利	-1.650445
=@Rd 2i	不太	擅	-1.700000
=@Rd 2iR@	不太	擅於	-1.700000
=@Rd 3@	不太	齊	-1.650445
=@Rd 4LMP	不太	常打	-1.700000
=@Rd 6C	不太	合	-1.094257
=@Rd 6J	不太	鹹	-1.510756
=@Rd 7f2f	不太	對味	-1.434648
=@Rd :b	不太	餓	-1.580601
=@Rd =_	不太	利	-1.700000
=@Rd >1]O	不太	搭理	-1.580601
=@Rd >J	不太	完	-1.382044
=@Rd >]0_	不太	懂事	-1.612007
=@Rd @@B_	不太	服氣	-1.531045
=@Rd D8	不太	消	-1.700000
=@Rd EEnq	不太	來的	-1.700000
=@Rd FM	不太	明	-1.700000
=@Rd JYDk	不太	敢上	-1.700000
=@Rd JYEE	不太	敢來	-1.700000
=@Rd JY_d	不太	敢在	-1.554047
=@Rd M@	不太	熟	-0.986316
=@Rd O@	不太	足	-1.364804
=@Rd PA	不太	滑	-1.700000
=@Rd Ri	不太	斷	-1.700000
=@Rd V3	不太	喝	-1.531045
=@Rd Vi	不太	慣	-1.554047
=@Rd ZX	不太	久	-1.700000
=@Rd [1	不太	佳	-1.554047
=@Rd ]O	不太	理	-1.364804
=@Rd `M	不太	濃	-1.700000
=@Rd cf2_aO	不太	到自己	-1.650445
=@Rd h<Wk	不太	相像	-1.700000
=@Rd hInq	不太	難的	-1.700000
=@Rd kM	不太	容	-1.612007
=@Rd l0nH	不太	出油	-1.531045
=@Rd lj	不太	暈	-1.700000
=@Rd nH	不太	油	-1.510756
=@Rd nlnq	不太	痛的	-1.650445
=@Rd s2_o	不太	多啦	-1.580601
=@Rd vH	不太	流	-1.650445
=@Rd |f	不太	瞭	-1.510756
=@Rd }I	不太	甜	-1.364804
=@Rd ~I	不太	黏	-1.650445
=@Rd0_6C ?1	不太適合	她	-1.580601
=@Rd:W 91	不太好	阿	-1.510756
=@Rd:W A0=_	不太好	施力	-1.700000
=@Rd:W cO	不太好	洗	-1.700000
=@Rd:W fc	不太好	切	-1.612007
=@Rd=f <[	不太會	損	-1.700000
=@Rd=f >im0	不太會	念書	-1.700000
=@Rd=f @@	不太會	浮	-1.700000
=@Rd=f JY|J	不太會	趕人	-1.700000
=@Rd=f PA	不太會	滑	-1.510756
=@Rd=f R0	不太會	積	-1.700000
=@Rd=f Ri	不太會	斷	-1.650445
=@Rd=f Wk	不太會	像	-1.650445
=@Rd=f ]dU<	不太會	曬傷	-1.700000
=@Rd=f _`	不太會	畫	-1.554047
=@Rd=f af	不太會	冒	-1.650445
=@Rd=f l0nH	不太會	出油	-1.531045
=@Rd=f m0	不太會	輸	-1.580601
=@Rd>] 6C2f	不太懂	何謂	-1.700000
=@Rd>] 91	不太懂	阿	-1.580601
=@Rd>] FW	不太懂	錶	-1.700000
=@Rd>] J`	不太懂	價	-1.612007
=@Rd>] TJ	不太懂	原	-1.612007
=@Rd>] ]O	不太懂	李	-1.700000
=@Rd>] lT	不太懂	欸	-1.700000
=@Rd>] nq0_	不太懂	的是	-1.580601
=@RdF0Ik Zo	不太一樣	嘛	-1.531045
=@RdF0Ik ]O	不太一樣	哩	-1.700000
=@RdF0Ik nq0_	不太一樣	的是	-1.401203
=@RddR4M 91	不太可能	阿	-1.650445
=@RddR4M Wk	不太可能	像	-1.492607
=@RddR4M Zo	不太可能	嘛	-1.531045
=@RddR4M m0	不太可能	輸	-1.650445
=@Rdp={O ?1nq	不太清楚	她的	-1.580601
=@Rdp={O ?1nq	不太清楚	它的	-1.580601
=@Rdp={O nq0_	不太清楚	的是	-1.580601
=@Rdw[ 1g	不太想	鳥	-1.531045
=@Rdw[ >Jqq	不太想	玩了	-1.650445
=@Rdw[ ]O	不太想	理	-1.411646
=@Ri 2f	不斷	為	-1.411646
=@Ri 4L	不斷	腸	-1.700000
=@Ri 78x7	不斷	飆高	-1.554047
=@Ri 9jml	不斷	震動	-1.700000
=@Ri :_1g	不斷	地叫	-1.650445
=@Ri ;j	不斷	滲	-1.700000
=@Ri >ixq	不斷	唸著	-1.612007
=@Ri ?i	不斷	鏈	-1.580601
=@Ri EYRl	不斷	反映	-1.492607
=@Ri K0ea	不斷	滴落	-1.531045
=@Ri LP	不斷	髮	-1.447413
=@Ri NX_;	不斷	有新	-1.510756
=@Ri [14L	不斷	加長	-1.700000
=@Ri [1m_	不斷	加劇	-1.364804
=@Ri ]5ZG	不斷	哀嚎	-1.531045
=@Ri ]O	不斷	理	-1.700000
=@Ri _;	不斷	心	-1.401203
=@Ri _d03	不斷	在說	-1.700000
=@Ri _d=1^=	不斷	在發生	-1.510756
=@Ri _d?1	不斷	在她	-1.650445
=@Ri _dD;	不斷	在跟	-1.492607
=@Ri _d`=[1	不斷	在增加	-1.276810
=@Ri _dkGk\	不斷	在調整	-1.554047
=@Ri _dzh	不斷	在看	-1.700000
=@Ri af	不斷	冒	-1.700000
=@Ri cO	不斷	洗	-1.700000
=@Ri eG	不斷	搖	-1.700000
=@Ri fc	不斷	切	-1.650445
=@Ri hI	不斷	南	-1.700000
=@Ri o=5_	不斷	精益	-1.700000
=@Ri vH	不斷	流	-1.531045
=@Ri vHL`EE	不斷	流下來	-1.700000
=@Ri vHxq	不斷	流著	-1.612007
=@Ri wl	不斷	重	-1.476190
=@Ri wlO_	不斷	重覆	-1.401203
=@Ri x7^=	不斷	高升	-1.700000
=@Ri {H	不斷	求	-1.580601
=@Ri |YNJ	不斷	轉傳	-1.650445
=@RiGLkG CE^:	不斷強調	臺灣	-1.700000
=@Rinq 0_	不斷的	試	-1.700000
=@Rinq 3>wK	不斷的	攻防	-1.612007
=@Rinq 78x7	不斷的	飆高	-1.650445
=@Rinq EYRl	不斷的	反映	-1.650445
=@Rinq GfGf	不斷的	碎碎	-1.700000
=@Rinq I1	不斷的	插	-1.700000
=@Rinq Lj	不斷的	進	-1.700000
=@Rinq O_}l	不斷的	複誦	-1.700000
=@Rinq _d`=[1	不斷的	在增加	-1.510756
=@Rinq ga	不斷的	擴	-1.700000
=@Rinq wI5_	不斷的	研議	-1.700000
=@Rinq wl	不斷的	重	-1.612007
=@Rinq wlO_	不斷的	重覆	-1.554047
=@Rl 2f	不應	為	-1.580601
=@Rl 7:	不應	單	-1.700000
=@Rl rh	不硬	拚	-1.612007
=@Rl {H	不應	求	-1.700000
=@SWnq 2P	不小的	雨	-1.510756
=@SWnq C2iI	不小的	波瀾	-1.700000
=@SWnq \_N_	不小的	數目	-1.510756
=@SWnq }Fw[	不小的	迴響	-1.612007
=@SY fa}i	不染	過份	-1.531045
=@Sd K6	不耐	摔	-1.700000
=@Sd Kl	不耐	症	-1.580601
=@Sd ZXrg	不耐	久候	-1.321513
=@Sd af	不耐	貌	-1.700000
=@Sd cO	不耐	洗	-1.700000
=@Sd n1	不耐	刮	-1.650445
=@Sd nlnq	不耐	痛的	-1.650445
=@Sd wl	不耐	重	-1.612007
=@SdeI _f	不耐煩	爆	-1.700000
=@SdeI cf	不耐煩	道	-1.612007
=@T0_k =f0_	不希望	會是	-1.700000
=@T0_k ?10_	不希望	它是	-1.650445
=@T0_k ?10_F0Cb	不希望	它是一個	-1.650445
=@T0_k BY	不希望	板	-1.531045
=@T0_k CE	不希望	臺	-1.700000
=@T0_k CE^:	不希望	臺灣	-1.341802
=@T0_k EE	不希望	萊	-1.700000
=@T0_k Wk	不希望	像	-1.447413
=@T0_k Ye	不希望	廢	-1.700000
=@T0_k _dzhcf	不希望	再看到	-1.341802
=@T0_k {h0_	不希望	憾事	-1.700000
=@TOLW _d|_	不死鳥	在大	-1.700000
=@T_ ?1nq	不顧	她的	-1.650445
=@T_ CE^:	不顧	臺灣	-1.700000
=@T_ PM:i	不顧	情面	-1.700000
=@Td O1	不賴	呀	-1.700000
=@Td Zo	不賴	嘛	-1.700000
=@Ui rG	不亂	翹	-1.700000
=@Uk Cf	不降	稅	-1.492607
=@Uk `_	不降	速	-1.492607
=@VD ?0K_	不潔	之物	-1.612007
=@Ve 5>	不被	轟	-1.700000
=@Ve 7`	不被	詐	-1.650445
=@Ve :1	不被	巴	-1.700000
=@Ve Db}^	不被	克制	-1.531045
=@Ve gcog	不被	洩漏	-1.700000
=@Vj 0_0_	不問	世事	-1.411646
=@Vj ?1	不問	她	-1.700000
=@Vj Kl0_	不問	政事	-1.612007
=@W= ^=	不坑	聲	-1.580601
=@We 2f	不配	位	-1.531045
=@We @@	不配	服	-1.492607
=@Wk 0_|J	不像	是人	-1.700000
=@Wk 1_m_	不像	日劇	-1.650445
=@Wk 91	不像	阿	-1.447413
=@Wk <i	不像	電	-1.650445
=@Wk ?1	不像	她	-1.411646
=@Wk ?l	不像	孟	-1.700000
=@Wk A@	不像	毒	-1.700000
=@Wk BY	不像	板	-1.650445
=@Wk BYDk	不像	版上	-1.434648
=@Wk CEvU0_	不像	臺北市	-1.580601
=@Wk Cb	不像	個	-1.382044
=@Wk Ei	不像	現	-1.612007
=@Wk G@|J	不像	湖人	-1.612007
=@Wk KZ4@	不像	本席	-1.700000
=@Wk Ld	不像	艾	-1.700000
=@Wk Od	不像	麥	-1.700000
=@Wk TJ	不像	原	-1.700000
=@Wk TJZ_	不像	原著	-1.612007
=@Wk ZX	不像	酒	-1.650445
=@Wk ]O	不像	李	-1.580601
=@Wk _d@0	不像	在吃	-1.580601
=@Wk cf0_	不像	道士	-1.650445
=@Wk p=	不像	青	-1.650445
=@Wk v4BX	不像	街口	-1.700000
=@Wk |_L_}i	不像	大部份	-1.650445
=@Wk0_ Ei	不像是	現	-1.700000
=@Wk_` O1	不像話	呀	-1.700000
=@Wl M9	不定	休	-1.364804
=@Wl \_	不定	數	-1.650445
=@Wl p?=f	不定	時會	-1.226029
=@Wl zO5_	不定	主意	-1.422763
=@Wl3@ 2f	不定期	為	-1.700000
=@Wl3@ 3>L_	不定期	公佈	-1.700000
=@Wl3@ BY	不定期	板	-1.510756
=@Wl3@ R0	不定期	稽	-1.700000
=@Wl3@ R@0_	不定期	於市	-1.531045
=@Wlp? DkEi	不定時	上線	-1.650445
=@Wlp? x@x@	不定時	查察	-1.580601
=@Xi mfnq	不換	照的	-1.580601
=@ZXrg 2@	不久後	即	-1.612007
=@Z_ ?1	不住	她	-1.700000
=@Z_ ?1nq	不住	她的	-1.700000
=@Z_ O1	不住	呀	-1.700000
=@Z_ QW	不住	腳	-1.700000
=@Z_ Wk	不住	象	-1.700000
=@Zl =_	不另	立	-1.700000
=@Zl ?0	不另	支	-1.650445
=@Zl O_	不另	附	-1.700000
=@Zl cYO_	不另	檢附	-1.700000
=@Zl pa	不另	作	-1.476190
=@[K A_	不存	技	-1.700000
=@]O6T nq0_	不理解	的是	-1.492607
=@]_ tO	不入	谷	-1.612007
=@]_ vY	不入	館	-1.700000
=@]e 91	不累	阿	-1.650445
=@^; qO	不親	土	-1.447413
=@^@EiR@ CE^:	不侷限於	臺灣	-1.650445
=@^H Ml	不投	聖	-1.700000
=@^j 0_w[	不論	是想	-1.650445
=@^j 1U	不論	採	-1.612007
=@^j 1g	不論	教	-1.700000
=@^j 2f	不論	為	-1.554047
=@^j 3>	不論	公	-1.554047
=@^j 3>E0	不論	公私	-1.580601
=@^j 6C	不論	何	-1.510756
=@^j 6C0_	不論	何事	-1.700000
=@^j 7:	不論	單	-1.700000
=@^j BY	不論	板	-1.700000
=@^j QM0_	不論	型式	-1.218851
=@^j TJ	不論	原	-1.650445
=@^j ]O	不論	李	-1.700000
=@^j ^H	不論	投	-1.650445
=@^j _d_;	不論	在新	-1.650445
=@^j hI	不論	男	-1.612007
=@^j n1Q=	不論	刮風	-1.650445
=@^j n?	不論	質	-1.650445
=@^j vH	不論	留	-1.700000
=@^j xgT_	不論	受僱	-1.612007
=@^j {HA_	不論	球技	-1.700000
=@^j0_ 1U	不論是	採	-1.700000
=@^j0_ 1g	不論是	較	-1.700000
=@^j0_ 3>	不論是	公	-1.650445
=@^j0_ 3>tO	不論是	公股	-1.612007
=@^j0_ 7:	不論是	單	-1.580601
=@^j0_ ?1	不論是	它	-1.700000
=@^j0_ ?1nq	不論是	它的	-1.554047
=@^j0_ CE	不論是	臺	-1.580601
=@^j0_ CE^:	不論是	臺灣	-1.510756
=@^j0_ Qd=1	不論是	代發	-1.650445
=@^j0_ UO	不論是	已	-1.650445
=@^j0_ ZXJ`	不論是	酒駕	-1.700000
=@^j0_ fc	不論是	切	-1.700000
=@^j0_ l0	不論是	初	-1.580601
=@^j0_ {H	不論是	求	-1.700000
=@^l Ef	不敬	罪	-1.700000
=@_M5_ ?1	不同意	它	-1.531045
=@_M5_ K_	不同意	勿	-1.422763
=@_M5_ nq0_	不同意	的是	-1.700000
=@_ML_2f R0=_	不同部位	肌力	-1.700000
=@_Mnq 01Q=	不同的	曲風	-1.580601
=@_Mnq 0=	不同的	妝	-1.554047
=@_Mnq 0\a_	不同的	網域	-1.700000
=@_Mnq 1g	不同的	較	-1.700000
=@_Mnq 2@m_	不同的	級距	-1.510756
=@_Mnq 2P	不同的	語	-1.650445
=@_Mnq 2_QM	不同的	字型	-1.650445
=@_Mnq 2fv4	不同的	位階	-1.700000
=@_Mnq 3>	不同的	公	-1.700000
=@_Mnq 3>5_	不同的	工藝	-1.700000
=@_Mnq 3>~l	不同的	功用	-1.510756
=@_Mnq 4aea	不同的	脈絡	-1.650445
=@_Mnq 5E=M	不同的	學程	-1.700000
=@_Mnq 5_	不同的	異	-1.700000
=@_Mnq 5_GK	不同的	藝文	-1.650445
=@_Mnq 5_WB	不同的	異國	-1.554047
=@_Mnq 6_	不同的	幣	-1.612007
=@_Mnq :9ha	不同的	收獲	-1.411646
=@_Mnq :_a_	不同的	地域	-1.554047
=@_Mnq =@_d	不同的	不在	-1.700000
=@_Mnq =_Wd	不同的	利害	-1.700000
=@_Mnq ?;rF	不同的	氛圍	-1.422763
=@_Mnq AM	不同的	層	-1.650445
=@_Mnq BY	不同的	板	-1.447413
=@_Mnq Bk	不同的	障	-1.650445
=@_Mnq Cf	不同的	稅	-1.650445
=@_Mnq Ciph	不同的	建案	-1.650445
=@_Mnq E0	不同的	司	-1.612007
=@_Mnq EMCE	不同的	平臺	-1.334770
=@_Mnq IF	不同的	酶	-1.580601
=@_Mnq KM	不同的	靈	-1.700000
=@_Mnq LP}^	不同的	法制	-1.612007
=@_Mnq L_	不同的	部	-1.700000
=@_Mnq L_^@	不同的	佈局	-1.700000
=@_Mnq Lj~l	不同的	進用	-1.700000
=@_Mnq M@	不同的	熟	-1.700000
=@_Mnq N:rg	不同的	天候	-1.700000
=@_Mnq NJ	不同的	船	-1.580601
=@_Mnq N_	不同的	目	-1.554047
=@_Mnq Q;	不同的	陰	-1.700000
=@_Mnq Q;	不同的	音	-1.700000
=@_Mnq Q;2f	不同的	音位	-1.612007
=@_Mnq QEl@	不同的	裁罰	-1.650445
=@_Mnq QM	不同的	刑	-1.510756
=@_Mnq QM=M	不同的	行程	-1.700000
=@_Mnq QMRd	不同的	型態	-1.356790
=@_Mnq QW	不同的	角	-1.650445
=@_Mnq R@	不同的	魚	-1.531045
=@_Mnq Rd	不同的	態	-1.382044
=@_Mnq Uk	不同的	醬	-1.650445
=@_Mnq VBE0	不同的	螺絲	-1.700000
=@_Mnq VO	不同的	筆	-1.700000
=@_Mnq Wk	不同的	項	-1.580601
=@_Mnq Wlp?	不同的	定食	-1.700000
=@_Mnq XD	不同的	鞋	-1.700000
=@_Mnq Yc	不同的	業	-1.461201
=@_Mnq Zo	不同的	嘛	-1.700000
=@_Mnq \Y0_	不同的	點是	-1.650445
=@_Mnq ^=	不同的	聲	-1.700000
=@_Mnq ^H	不同的	投	-1.650445
=@_Mnq aJ0_	不同的	詮釋	-1.356790
=@_Mnq aJ>C	不同的	權責	-1.554047
=@_Mnq ec:i	不同的	介面	-1.700000
=@_Mnq kG	不同的	條	-1.612007
=@_Mnq kOCE	不同的	舞臺	-1.700000
=@_Mnq lI0_	不同的	函式	-1.650445
=@_Mnq mf	不同的	召	-1.700000
=@_Mnq n?4L	不同的	職場	-1.650445
=@_Mnq n?C_	不同的	職系	-1.700000
=@_Mnq n?K_	不同的	職務	-1.476190
=@_Mnq n?b[	不同的	職掌	-1.580601
=@_Mnq nH	不同的	油	-1.700000
=@_Mnq nH	不同的	遊	-1.700000
=@_Mnq oa0_	不同的	弱勢	-1.700000
=@_Mnq paK_	不同的	作物	-1.531045
=@_Mnq paLP	不同的	作法	-1.116045
=@_Mnq ph	不同的	案	-1.650445
=@_Mnq tf	不同的	藥	-1.700000
=@_Mnq th	不同的	犯	-1.700000
=@_Mnq u?0_	不同的	儀式	-1.700000
=@_Mnq vY	不同的	館	-1.580601
=@_Mnq vh	不同的	碳	-1.612007
=@_Mnq x@	不同的	茶	-1.554047
=@_Mnq yK	不同的	醣	-1.650445
=@_Mnq {HF0	不同的	球衣	-1.554047
=@_Mnq {O0_	不同的	處室	-1.700000
=@_Mnq |J0_	不同的	人事	-1.650445
=@_Mnq }^=M	不同的	製程	-1.650445
=@_Mnq }^U_	不同的	智庫	-1.700000
=@_Mnq0_ ?1	不同的是	它	-1.554047
=@_d 0TOO	不再	鐵齒	-1.700000
=@_d 0i~l	不再	占用	-1.612007
=@_d 1U	不再	採	-1.650445
=@_d 2@	不在	籍	-0.735633
=@_d 3>	不在	公	-1.700000
=@_d 5_	不再	議	-1.650445
=@_d 5_J`	不再	議價	-1.580601
=@_d 5_vH	不再	溢流	-1.700000
=@_d 7f?1	不再	對她	-1.700000
=@_d 9>=_	不在	中壢	-1.700000
=@_d 9j	不在	陣	-1.531045
=@_d <j	不再	任	-1.700000
=@_d <j	不在	任	-1.612007
=@_d <j0_?1	不再	認識她	-1.700000
=@_d =f0_	不再	會是	-1.531045
=@_d A_	不再	繼	-1.650445
=@_d A_]_	不再	計入	-1.700000
=@_d BY	不在	板	-1.650445
=@_d C]	不再	恐	-1.349133
=@_d DkEi	不再	上線	-1.700000
=@_d F:	不再	參	-1.700000
=@_d G@|J	不在	湖人	-1.700000
=@_d L_	不在	部	-1.700000
=@_d Ld?1	不再	愛他	-1.531045
=@_d NJDk	不在	船上	-1.700000
=@_d O_	不再	復	-1.612007
=@_d QEl@	不在	裁罰	-1.700000
=@_d QM=M	不在	行程	-1.700000
=@_d TJ	不在	原	-1.476190
=@_d Wk	不在	像	-1.650445
=@_d [1	不再	家	-1.650445
=@_d \_	不在	數	-1.700000
=@_d ]O	不再	理	-1.292247
=@_d ^H	不再	投	-1.700000
=@_d aO	不在	己	-1.700000
=@_d af	不再	冒	-1.612007
=@_d g0	不再	乎	-1.650445
=@_d l0^=	不再	出聲	-1.650445
=@_d th	不再	犯	-1.237391
=@_d u?i_	不再	一律	-1.700000
=@_d v4BX	不在	街口	-1.700000
=@_d vH	不再	流	-1.554047
=@_d wlO_	不再	重覆	-1.554047
=@_d wlcf	不再	重蹈	-1.650445
=@_d |J0_	不在	人世	-1.276810
=@_d0_ 5_|J	不再是	一人	-1.650445
=@_d0_ ?1	不再是	她	-1.612007
=@_d0_ Ci	不再是	件	-1.700000
=@_d0_ Wk	不再是	像	-1.580601
=@_d0_ hI0_	不再是	難事	-1.612007
=@_dSOEi }^	不在此限	制	-1.309204
=@_d_MF0 ml	不在同一	棟	-1.700000
=@_dg0 ?1nq	不在乎	她的	-1.531045
=@_dg0 \O	不在乎	妳	-1.531045
=@_f ?E	不報	牌	-1.510756
=@_k 2f	不忘	為	-1.531045
=@_k ?9	不忘	幽	-1.700000
=@_k A_tf	不忘	記要	-1.700000
=@_k l09>	不忘	初衷	-1.356790
=@_k rh	不忘	拚	-1.650445
=@_o R0	不啦	嘰	-1.650445
=@`l 91	不幸	阿	-1.554047
=@`l K6	不幸	摔	-1.650445
=@`l O1	不幸	呀	-1.700000
=@`l p=^=	不幸	輕生	-1.650445
=@`l wluh	不幸	中彈	-1.650445
=@a\R@ A@	不等於	毒	-1.700000
=@a\R@ CE^:	不等於	臺灣	-1.650445
=@a\R@ EE	不等於	萊	-1.554047
=@a_ |J?0	不欲	人知	-1.510756
=@ac A_	不列	計	-1.612007
=@ac Lj	不列	進	-1.700000
=@ac a\nq	不列	等的	-1.580601
=@acM: 4W	不列顛	島	-1.382044
=@acM: }^0_	不列顛	治世	-1.650445
=@acM:|?^P 2P	不列顛尼亞	語	-1.580601
=@bO`_ Zo	不起訴	嘛	-1.612007
=@bi :h	不算	舊	-1.650445
=@bi =X	不算	陡	-1.700000
=@bi Cb	不算	個	-1.612007
=@bi EMJ`	不算	平價	-1.650445
=@bi L7_`	不算	歸化	-1.700000
=@bi N_0_	不算	目視	-1.700000
=@bi ZX	不算	久	-1.391357
=@bi [1	不算	佳	-1.612007
=@bi cO	不算	洗	-1.492607
=@bi hI0_	不算	難事	-1.700000
=@bi m0	不算	輸	-1.650445
=@bi nH	不算	油	-1.700000
=@bi o=7i	不算	驚豔	-1.700000
=@bi oa	不算	弱	-1.700000
=@bi pa	不算	作	-1.650445
=@bi rg	不算	厚	-1.510756
=@bi s2_o	不算	多啦	-1.650445
=@bi wl	不算	重	-1.492607
=@bi xg	不算	瘦	-1.700000
=@bi {H	不算	求	-1.650445
=@bi0_ CE^:	不算是	臺灣	-1.700000
=@cI =@xg	不胖	不瘦	-1.531045
=@cO 6:	不喜	番	-1.700000
=@cO ;j]_	不喜	慎入	-1.447413
=@cO K_	不喜	勿	-1.195849
=@cO K_	不洗	勿	-1.700000
=@cO K_]_	不喜	勿入	-0.970646
=@cO K_zh	不喜	勿看	-1.461201
=@cY ?1nq	不減	它的	-1.580601
=@cY EY^=	不減	反升	-1.580601
=@cY IF	不減	煤	-1.612007
=@cY TJ	不減	員	-1.612007
=@cf 4_S<	不到	四張	-1.650445
=@cf 5_2@	不到	一集	-1.650445
=@cf 5_=M	不到	一成	-1.117991
=@cf 5_TJ	不到	一元	-1.580601
=@cf 7f	不到	隊	-1.700000
=@cf =MaM	不到	乘龍	-1.700000
=@cf ?E	不到	牌	-1.531045
=@cf A_	不到	技	-1.580601
=@cf B1	不到	咖	-1.700000
=@cf B8	不到	焦	-1.492607
=@cf BYzO	不到	板主	-1.700000
=@cf Bk	不到	帳	-1.700000
=@cf CE^:	不到	臺灣	-1.554047
=@cf Cf	不到	稅	-1.303364
=@cf F0A_	不到	一季	-1.650445
=@cf F0EM	不到	一坪	-1.580601
=@cf F0Yc	不到	一頁	-1.531045
=@cf G:89	不到	三周	-1.700000
=@cf IM	不到	庭	-1.476190
=@cf O1	不到	呀	-1.531045
=@cf R@	不到	魚	-1.580601
=@cf Wk	不到	像	-1.700000
=@cf Zo	不到	嘛	-1.267238
=@cf `f	不到	砲	-1.700000
=@cf d=	不到	兵	-1.612007
=@cf ha	不到	貨	-1.422763
=@cf kOL_	不到	五步	-1.650445
=@cf nH	不到	油	-1.700000
=@cf p?Ci	不到	十件	-1.700000
=@cf p?L_	不到	十步	-1.612007
=@cf p?S<	不到	十張	-1.650445
=@cf ph	不到	暗	-1.612007
=@cf q[L_	不到	兩步	-1.700000
=@cf qh	不到	半	-1.382044
=@cf qhYc	不到	半頁	-1.700000
=@cf tA	不到	魔	-1.580601
=@ci 2f	不願	為	-1.476190
=@ci <h	不願	銹	-1.700000
=@ci <h	不願	鏽	-1.700000
=@ci ?1	不願	她	-1.650445
=@ci J`	不願	嫁	-1.700000
=@ci Kl0_	不願	正視	-1.492607
=@ci _d2f	不願	再為	-1.700000
=@ci _dzhcf	不願	再看到	-1.700000
=@ci5_ 0W	不願意	保	-1.650445
=@ci5_ 2f	不願意	為	-1.401203
=@ci5_ 78	不願意	標	-1.700000
=@ci5_ :PQM	不願意	履行	-1.700000
=@ci5_ =M	不願意	承	-1.612007
=@ci5_ ?1	不願意	它	-1.700000
=@ci5_ A0	不願意	施	-1.700000
=@ci5_ C:	不願意	刪	-1.700000
=@ci5_ EEnq	不願意	來的	-1.700000
=@ci5_ HF	不願意	賠	-1.700000
=@ci5_ I:	不願意	編	-1.531045
=@ci5_ Kl0_	不願意	正視	-1.554047
=@ci5_ Lj	不願意	進	-1.650445
=@ci5_ QMPO	不願意	行使	-1.700000
=@ci5_ T:	不願意	兼	-1.580601
=@ci5_ U:	不願意	簽	-1.434648
=@ci5_ Wl	不願意	訂	-1.700000
=@ci5_ Zo	不願意	嘛	-1.476190
=@ci5_ ^H	不願意	投	-1.700000
=@ci5_ _dpa	不願意	再做	-1.700000
=@ci5_ _dzhcf	不願意	再看到	-1.700000
=@ci5_ ec	不願意	借	-1.700000
=@ci5_ panq0_	不願意	做的事	-1.650445
=@ci5_ rh	不願意	判	-1.700000
=@ci5_ ~_	不願意	納	-1.700000
=@dR4M0_ BY	不可能是	板	-1.650445
=@dR4Mnq Zo	不可能的	嘛	-1.476190
=@dR4Mnq0_ Zo	不可能的事	嘛	-1.580601
=@dR4Mqq Zo	不可能了	嘛	-1.650445
=@dR6T G:	不可解	弐	-1.612007
=@dR<X<j nq0_	不可否認	的是	-1.178316
=@dRNj 91	不可信	阿	-1.700000
=@dRQM Zo	不可行	嘛	-1.580601
=@dRT:nq 91	不可兼得	阿	-1.650445
=@dRnq T:	不可得	兼	-1.510756
=@eY QW	不顯	腳	-1.700000
=@ea Z_	不落	柱	-1.700000
=@ea l;	不落	墩	-1.476190
=@ec QW	不借	角	-1.700000
=@ec5_ 6C	不介意	盒	-1.700000
=@ec5_ 91	不介意	阿	-1.700000
=@ec5_ _dpgoT	不介意	再購買	-1.309204
=@ec5_ n?	不介意	直	-1.554047
=@ef \O	不鬧	妳	-1.650445
=@fa 01	不過	曲	-1.650445
=@fa 0WA0	不過	保濕	-1.650445
=@fa 0\	不過	網	-1.580601
=@fa 0_w[	不過	是想	-1.356790
=@fa 18	不過	稍	-1.650445
=@fa 1_m_	不過	日劇	-1.650445
=@fa 1g	不過	較	-1.492607
=@fa 1g0_	不過	教士	-1.700000
=@fa 2@p?	不過	即時	-1.650445
=@fa 2f	不過	為	-1.373208
=@fa 3:	不過	搬	-1.650445
=@fa 3>S_	不過	公鹿	-1.650445
=@fa 3@0_	不過	騎士	-1.612007
=@fa 3@3@	不過	琪琪	-1.700000
=@fa 3@xU	不過	奇美	-1.700000
=@fa 3g	不過	孝	-1.650445
=@fa 5E6T	不過	學姊	-1.700000
=@fa 5_TJ	不過	議員	-1.700000
=@fa 5_l0	不過	一出	-1.650445
=@fa 5_|J	不過	一人	-1.612007
=@fa 5_|_=_:i	不過	義大利麵	-1.700000
=@fa 6:WD	不過	蕃茄	-1.612007
=@fa 6J	不過	鹹	-1.373208
=@fa 6T6T	不過	姐姐	-1.554047
=@fa 6h	不過	陸	-1.492607
